# Generic CC cross section for A=40 Z=18 Q=4.3 (10^-38 cm^2/GeV) #
# Be aware, these are approximate, accuracy is not guaranteed! #
# log(energy in GeV)  nu_e      nu_mu      nu_tau      nu_e_bar      nu_mu_bar    nu_tau_bar #
-2.678759  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.676060  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.673361  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.670662  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.667963  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.665264  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.662566  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.659867  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.657168  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.654469  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.651770  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.649071  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.646372  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.643673  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.640974  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.638275  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.635576  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.632877  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.630178  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.627479  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.624780  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.622081  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.619382  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.616683  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.613984  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.611285  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.608586  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.605887  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.603188  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.600489  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.597790  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.595091  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.592392  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.589693  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.586994  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.584295  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.581596  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.578897  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.576198  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.573500  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.570801  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.568102  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.565403  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.562704  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.560005  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.557306  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.554607  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.551908  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.549209  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.546510  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.543811  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.541112  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.538413  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.535714  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.533015  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.530316  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.527617  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.524918  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.522219  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.519520  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.516821  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.514122  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.511423  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.508724  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.506025  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.503326  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.500627  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.497928  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.495229  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.492530  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.489831  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.487132  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.484434  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.481735  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.479036  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.476337  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.473638  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.470939  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.468240  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.465541  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.462842  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.460143  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.457444  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.454745  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.452046  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.449347  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.446648  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.443949  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.441250  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.438551  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.435852  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.433153  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.430454  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.427755  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.425056  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.422357  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.419658  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.416959  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.414260  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.411561  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.408862  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.406163  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.403464  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.400765  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.398066  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.395367  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.392669  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.389970  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.387271  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.384572  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.381873  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.379174  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.376475  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.373776  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.371077  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.368378  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.365679  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
-2.362980  0.000003  0.000000  0.000000  0.000000  0.000000  0.000000
-2.360281  0.000008  0.000000  0.000000  0.000000  0.000000  0.000000
-2.357582  0.000017  0.000000  0.000000  0.000000  0.000000  0.000000
-2.354883  0.000028  0.000000  0.000000  0.000000  0.000000  0.000000
-2.352184  0.000043  0.000000  0.000000  0.000000  0.000000  0.000000
-2.349485  0.000060  0.000000  0.000000  0.000000  0.000000  0.000000
-2.346786  0.000081  0.000000  0.000000  0.000000  0.000000  0.000000
-2.344087  0.000105  0.000000  0.000000  0.000000  0.000000  0.000000
-2.341388  0.000132  0.000000  0.000000  0.000000  0.000000  0.000000
-2.338689  0.000162  0.000000  0.000000  0.000000  0.000000  0.000000
-2.335990  0.000195  0.000000  0.000000  0.000000  0.000000  0.000000
-2.333291  0.000231  0.000000  0.000000  0.000000  0.000000  0.000000
-2.330592  0.000271  0.000000  0.000000  0.000000  0.000000  0.000000
-2.327893  0.000313  0.000000  0.000000  0.000000  0.000000  0.000000
-2.325194  0.000359  0.000000  0.000000  0.000000  0.000000  0.000000
-2.322495  0.000408  0.000000  0.000000  0.000000  0.000000  0.000000
-2.319796  0.000460  0.000000  0.000000  0.000000  0.000000  0.000000
-2.317097  0.000516  0.000000  0.000000  0.000000  0.000000  0.000000
-2.314398  0.000574  0.000000  0.000000  0.000000  0.000000  0.000000
-2.311699  0.000636  0.000000  0.000000  0.000000  0.000000  0.000000
-2.309000  0.000701  0.000000  0.000000  0.000000  0.000000  0.000000
-2.306301  0.000770  0.000000  0.000000  0.000000  0.000000  0.000000
-2.303603  0.000842  0.000000  0.000000  0.000000  0.000000  0.000000
-2.300904  0.000917  0.000000  0.000000  0.000000  0.000000  0.000000
-2.298205  0.000995  0.000000  0.000000  0.000000  0.000000  0.000000
-2.295506  0.001077  0.000000  0.000000  0.000000  0.000000  0.000000
-2.292807  0.001162  0.000000  0.000000  0.000000  0.000000  0.000000
-2.290108  0.001251  0.000000  0.000000  0.000000  0.000000  0.000000
-2.287409  0.001343  0.000000  0.000000  0.000000  0.000000  0.000000
-2.284710  0.001438  0.000000  0.000000  0.000000  0.000000  0.000000
-2.282011  0.001537  0.000000  0.000000  0.000000  0.000000  0.000000
-2.279312  0.001640  0.000000  0.000000  0.000000  0.000000  0.000000
-2.276613  0.001746  0.000000  0.000000  0.000000  0.000000  0.000000
-2.273914  0.001855  0.000000  0.000000  0.000000  0.000000  0.000000
-2.271215  0.001968  0.000000  0.000000  0.000000  0.000000  0.000000
-2.268516  0.002084  0.000000  0.000000  0.000000  0.000000  0.000000
-2.265817  0.002205  0.000000  0.000000  0.000000  0.000000  0.000000
-2.263118  0.002328  0.000000  0.000000  0.000000  0.000000  0.000000
-2.260419  0.002456  0.000000  0.000000  0.000000  0.000000  0.000000
-2.257720  0.002587  0.000000  0.000000  0.000000  0.000000  0.000000
-2.255021  0.002721  0.000000  0.000000  0.000000  0.000000  0.000000
-2.252322  0.002860  0.000000  0.000000  0.000000  0.000000  0.000000
-2.249623  0.003002  0.000000  0.000000  0.000000  0.000000  0.000000
-2.246924  0.003147  0.000000  0.000000  0.000000  0.000000  0.000000
-2.244225  0.003297  0.000000  0.000000  0.000000  0.000000  0.000000
-2.241526  0.003450  0.000000  0.000000  0.000000  0.000000  0.000000
-2.238827  0.003607  0.000000  0.000000  0.000000  0.000000  0.000000
-2.236128  0.003768  0.000000  0.000000  0.000000  0.000000  0.000000
-2.233429  0.003933  0.000000  0.000000  0.000000  0.000000  0.000000
-2.230730  0.004102  0.000000  0.000000  0.000000  0.000000  0.000000
-2.228031  0.004275  0.000000  0.000000  0.000000  0.000000  0.000000
-2.225332  0.004451  0.000000  0.000000  0.000000  0.000000  0.000000
-2.222633  0.004632  0.000000  0.000000  0.000000  0.000000  0.000000
-2.219934  0.004817  0.000000  0.000000  0.000000  0.000000  0.000000
-2.217235  0.005005  0.000000  0.000000  0.000000  0.000000  0.000000
-2.214537  0.005198  0.000000  0.000000  0.000000  0.000000  0.000000
-2.211838  0.005395  0.000000  0.000000  0.000000  0.000000  0.000000
-2.209139  0.005596  0.000000  0.000000  0.000000  0.000000  0.000000
-2.206440  0.005801  0.000000  0.000000  0.000000  0.000000  0.000000
-2.203741  0.006010  0.000000  0.000000  0.000000  0.000000  0.000000
-2.201042  0.006224  0.000000  0.000000  0.000000  0.000000  0.000000
-2.198343  0.006441  0.000000  0.000000  0.000000  0.000000  0.000000
-2.195644  0.006663  0.000000  0.000000  0.000000  0.000000  0.000000
-2.192945  0.006890  0.000000  0.000000  0.000000  0.000000  0.000000
-2.190246  0.007120  0.000000  0.000000  0.000000  0.000000  0.000000
-2.187547  0.007355  0.000000  0.000000  0.000000  0.000000  0.000000
-2.184848  0.007595  0.000000  0.000000  0.000000  0.000000  0.000000
-2.182149  0.007838  0.000000  0.000000  0.000000  0.000000  0.000000
-2.179450  0.008087  0.000000  0.000000  0.000000  0.000000  0.000000
-2.176751  0.008340  0.000000  0.000000  0.000000  0.000000  0.000000
-2.174052  0.008597  0.000000  0.000000  0.000000  0.000000  0.000000
-2.171353  0.008859  0.000000  0.000000  0.000000  0.000000  0.000000
-2.168654  0.009126  0.000000  0.000000  0.000000  0.000000  0.000000
-2.165955  0.009397  0.000000  0.000000  0.000000  0.000000  0.000000
-2.163256  0.009673  0.000000  0.000000  0.000000  0.000000  0.000000
-2.160557  0.009953  0.000000  0.000000  0.000000  0.000000  0.000000
-2.157858  0.010239  0.000000  0.000000  0.000000  0.000000  0.000000
-2.155159  0.010529  0.000000  0.000000  0.000000  0.000000  0.000000
-2.152460  0.010824  0.000000  0.000000  0.000000  0.000000  0.000000
-2.149761  0.011124  0.000000  0.000000  0.000000  0.000000  0.000000
-2.147062  0.011429  0.000000  0.000000  0.000000  0.000000  0.000000
-2.144363  0.011739  0.000000  0.000000  0.000000  0.000000  0.000000
-2.141664  0.012054  0.000000  0.000000  0.000000  0.000000  0.000000
-2.138965  0.012374  0.000000  0.000000  0.000000  0.000000  0.000000
-2.136266  0.012699  0.000000  0.000000  0.000000  0.000000  0.000000
-2.133567  0.013029  0.000000  0.000000  0.000000  0.000000  0.000000
-2.130868  0.013365  0.000000  0.000000  0.000000  0.000000  0.000000
-2.128169  0.013706  0.000000  0.000000  0.000000  0.000000  0.000000
-2.125470  0.014052  0.000000  0.000000  0.000000  0.000000  0.000000
-2.122772  0.014403  0.000000  0.000000  0.000000  0.000000  0.000000
-2.120073  0.014760  0.000000  0.000000  0.000000  0.000000  0.000000
-2.117374  0.015122  0.000000  0.000000  0.000000  0.000000  0.000000
-2.114675  0.015489  0.000000  0.000000  0.000000  0.000000  0.000000
-2.111976  0.015862  0.000000  0.000000  0.000000  0.000000  0.000000
-2.109277  0.016241  0.000000  0.000000  0.000000  0.000000  0.000000
-2.106578  0.016625  0.000000  0.000000  0.000000  0.000000  0.000000
-2.103879  0.017015  0.000000  0.000000  0.000000  0.000000  0.000000
-2.101180  0.017411  0.000000  0.000000  0.000000  0.000000  0.000000
-2.098481  0.017812  0.000000  0.000000  0.000000  0.000000  0.000000
-2.095782  0.018219  0.000000  0.000000  0.000000  0.000000  0.000000
-2.093083  0.018633  0.000000  0.000000  0.000000  0.000000  0.000000
-2.090384  0.019052  0.000000  0.000000  0.000000  0.000000  0.000000
-2.087685  0.019477  0.000000  0.000000  0.000000  0.000000  0.000000
-2.084986  0.019908  0.000000  0.000000  0.000000  0.000000  0.000000
-2.082287  0.020345  0.000000  0.000000  0.000000  0.000000  0.000000
-2.079588  0.020788  0.000000  0.000000  0.000000  0.000000  0.000000
-2.076889  0.021238  0.000000  0.000000  0.000000  0.000000  0.000000
-2.074190  0.021694  0.000000  0.000000  0.000000  0.000000  0.000000
-2.071491  0.022156  0.000000  0.000000  0.000000  0.000000  0.000000
-2.068792  0.022625  0.000000  0.000000  0.000000  0.000000  0.000000
-2.066093  0.023100  0.000000  0.000000  0.000000  0.000000  0.000000
-2.063394  0.023581  0.000000  0.000000  0.000000  0.000000  0.000000
-2.060695  0.024069  0.000000  0.000000  0.000000  0.000000  0.000000
-2.057996  0.024564  0.000000  0.000000  0.000000  0.000000  0.000000
-2.055297  0.025066  0.000000  0.000000  0.000000  0.000000  0.000000
-2.052598  0.025574  0.000000  0.000000  0.000000  0.000000  0.000000
-2.049899  0.026089  0.000000  0.000000  0.000000  0.000000  0.000000
-2.047200  0.026611  0.000000  0.000000  0.000000  0.000000  0.000000
-2.044501  0.027140  0.000000  0.000000  0.000000  0.000000  0.000000
-2.041802  0.027676  0.000000  0.000000  0.000000  0.000000  0.000000
-2.039103  0.028219  0.000000  0.000000  0.000000  0.000000  0.000000
-2.036404  0.028769  0.000000  0.000000  0.000000  0.000000  0.000000
-2.033706  0.029327  0.000000  0.000000  0.000000  0.000000  0.000000
-2.031007  0.029892  0.000000  0.000000  0.000000  0.000000  0.000000
-2.028308  0.030464  0.000000  0.000000  0.000000  0.000000  0.000000
-2.025609  0.031044  0.000000  0.000000  0.000000  0.000000  0.000000
-2.022910  0.031631  0.000000  0.000000  0.000000  0.000000  0.000000
-2.020211  0.032226  0.000000  0.000000  0.000000  0.000000  0.000000
-2.017512  0.032828  0.000000  0.000000  0.000000  0.000000  0.000000
-2.014813  0.033439  0.000000  0.000000  0.000000  0.000000  0.000000
-2.012114  0.034057  0.000000  0.000000  0.000000  0.000000  0.000000
-2.009415  0.034683  0.000000  0.000000  0.000000  0.000000  0.000000
-2.006716  0.035317  0.000000  0.000000  0.000000  0.000000  0.000000
-2.004017  0.035959  0.000000  0.000000  0.000000  0.000000  0.000000
-2.001318  0.036610  0.000000  0.000000  0.000000  0.000000  0.000000
-1.998619  0.037268  0.000000  0.000000  0.000000  0.000000  0.000000
-1.995920  0.037935  0.000000  0.000000  0.000000  0.000000  0.000000
-1.993221  0.038611  0.000000  0.000000  0.000000  0.000000  0.000000
-1.990522  0.039295  0.000000  0.000000  0.000000  0.000000  0.000000
-1.987823  0.039987  0.000000  0.000000  0.000000  0.000000  0.000000
-1.985124  0.040688  0.000000  0.000000  0.000000  0.000000  0.000000
-1.982425  0.041398  0.000000  0.000000  0.000000  0.000000  0.000000
-1.979726  0.042117  0.000000  0.000000  0.000000  0.000000  0.000000
-1.977027  0.042845  0.000000  0.000000  0.000000  0.000000  0.000000
-1.974328  0.043582  0.000000  0.000000  0.000000  0.000000  0.000000
-1.971629  0.044328  0.000000  0.000000  0.000000  0.000000  0.000000
-1.968930  0.045083  0.000000  0.000000  0.000000  0.000000  0.000000
-1.966231  0.045848  0.000000  0.000000  0.000000  0.000000  0.000000
-1.963532  0.046622  0.000000  0.000000  0.000000  0.000000  0.000000
-1.960833  0.047405  0.000000  0.000000  0.000000  0.000000  0.000000
-1.958134  0.048199  0.000000  0.000000  0.000000  0.000000  0.000000
-1.955435  0.049002  0.000000  0.000000  0.000000  0.000000  0.000000
-1.952736  0.049814  0.000000  0.000000  0.000000  0.000000  0.000000
-1.950037  0.050637  0.000000  0.000000  0.000000  0.000000  0.000000
-1.947338  0.051470  0.000000  0.000000  0.000000  0.000000  0.000000
-1.944640  0.052313  0.000000  0.000000  0.000000  0.000000  0.000000
-1.941941  0.053166  0.000000  0.000000  0.000000  0.000000  0.000000
-1.939242  0.054030  0.000000  0.000000  0.000000  0.000000  0.000000
-1.936543  0.054904  0.000000  0.000000  0.000000  0.000000  0.000000
-1.933844  0.055789  0.000000  0.000000  0.000000  0.000000  0.000000
-1.931145  0.056684  0.000000  0.000000  0.000000  0.000000  0.000000
-1.928446  0.057590  0.000000  0.000000  0.000000  0.000000  0.000000
-1.925747  0.058508  0.000000  0.000000  0.000000  0.000000  0.000000
-1.923048  0.059436  0.000000  0.000000  0.000000  0.000000  0.000000
-1.920349  0.060375  0.000000  0.000000  0.000000  0.000000  0.000000
-1.917650  0.061326  0.000000  0.000000  0.000000  0.000000  0.000000
-1.914951  0.062288  0.000000  0.000000  0.000000  0.000000  0.000000
-1.912252  0.063262  0.000000  0.000000  0.000000  0.000000  0.000000
-1.909553  0.064248  0.000000  0.000000  0.000000  0.000000  0.000000
-1.906854  0.065245  0.000000  0.000000  0.000000  0.000000  0.000000
-1.904155  0.066254  0.000000  0.000000  0.000000  0.000000  0.000000
-1.901456  0.067275  0.000000  0.000000  0.000000  0.000000  0.000000
-1.898757  0.068309  0.000000  0.000000  0.000000  0.000000  0.000000
-1.896058  0.069355  0.000000  0.000000  0.000000  0.000000  0.000000
-1.893359  0.070413  0.000000  0.000000  0.000000  0.000000  0.000000
-1.890660  0.071484  0.000000  0.000000  0.000000  0.000000  0.000000
-1.887961  0.072567  0.000000  0.000000  0.000000  0.000000  0.000000
-1.885262  0.073664  0.000000  0.000000  0.000000  0.000000  0.000000
-1.882563  0.074773  0.000000  0.000000  0.000000  0.000000  0.000000
-1.879864  0.075896  0.000000  0.000000  0.000000  0.000000  0.000000
-1.877165  0.077032  0.000000  0.000000  0.000000  0.000000  0.000000
-1.874466  0.078181  0.000000  0.000000  0.000000  0.000000  0.000000
-1.871767  0.079344  0.000000  0.000000  0.000000  0.000000  0.000000
-1.869068  0.080521  0.000000  0.000000  0.000000  0.000000  0.000000
-1.866369  0.081712  0.000000  0.000000  0.000000  0.000000  0.000000
-1.863670  0.082917  0.000000  0.000000  0.000000  0.000000  0.000000
-1.860971  0.084136  0.000000  0.000000  0.000000  0.000000  0.000000
-1.858272  0.085369  0.000000  0.000000  0.000000  0.000000  0.000000
-1.855573  0.086617  0.000000  0.000000  0.000000  0.000000  0.000000
-1.852875  0.087880  0.000000  0.000000  0.000000  0.000000  0.000000
-1.850176  0.089157  0.000000  0.000000  0.000000  0.000000  0.000000
-1.847477  0.090450  0.000000  0.000000  0.000000  0.000000  0.000000
-1.844778  0.091757  0.000000  0.000000  0.000000  0.000000  0.000000
-1.842079  0.093081  0.000000  0.000000  0.000000  0.000000  0.000000
-1.839380  0.094419  0.000000  0.000000  0.000000  0.000000  0.000000
-1.836681  0.095774  0.000000  0.000000  0.000000  0.000000  0.000000
-1.833982  0.097144  0.000000  0.000000  0.000000  0.000000  0.000000
-1.831283  0.098530  0.000000  0.000000  0.000000  0.000000  0.000000
-1.828584  0.099933  0.000000  0.000000  0.000000  0.000000  0.000000
-1.825885  0.101352  0.000000  0.000000  0.000000  0.000000  0.000000
-1.823186  0.102788  0.000000  0.000000  0.000000  0.000000  0.000000
-1.820487  0.104240  0.000000  0.000000  0.000000  0.000000  0.000000
-1.817788  0.105710  0.000000  0.000000  0.000000  0.000000  0.000000
-1.815089  0.107196  0.000000  0.000000  0.000000  0.000000  0.000000
-1.812390  0.108700  0.000000  0.000000  0.000000  0.000000  0.000000
-1.809691  0.110222  0.000000  0.000000  0.000000  0.000000  0.000000
-1.806992  0.111762  0.000000  0.000000  0.000000  0.000000  0.000000
-1.804293  0.113319  0.000000  0.000000  0.000000  0.000000  0.000000
-1.801594  0.114895  0.000000  0.000000  0.000000  0.000000  0.000000
-1.798895  0.116489  0.000000  0.000000  0.000000  0.000000  0.000000
-1.796196  0.118102  0.000000  0.000000  0.000000  0.000000  0.000000
-1.793497  0.119733  0.000000  0.000000  0.000000  0.000000  0.000000
-1.790798  0.121384  0.000000  0.000000  0.000000  0.000000  0.000000
-1.788099  0.123053  0.000000  0.000000  0.000000  0.000000  0.000000
-1.785400  0.124743  0.000000  0.000000  0.000000  0.000000  0.000000
-1.782701  0.126452  0.000000  0.000000  0.000000  0.000000  0.000000
-1.780002  0.128181  0.000000  0.000000  0.000000  0.000000  0.000000
-1.777303  0.129930  0.000000  0.000000  0.000000  0.000000  0.000000
-1.774604  0.131699  0.000000  0.000000  0.000000  0.000000  0.000000
-1.771905  0.133489  0.000000  0.000000  0.000000  0.000000  0.000000
-1.769206  0.135300  0.000000  0.000000  0.000000  0.000000  0.000000
-1.766507  0.137132  0.000000  0.000000  0.000000  0.000000  0.000000
-1.763809  0.138986  0.000000  0.000000  0.000000  0.000000  0.000000
-1.761110  0.140861  0.000000  0.000000  0.000000  0.000000  0.000000
-1.758411  0.142757  0.000000  0.000000  0.000000  0.000000  0.000000
-1.755712  0.144676  0.000000  0.000000  0.000000  0.000000  0.000000
-1.753013  0.146618  0.000000  0.000000  0.000000  0.000000  0.000000
-1.750314  0.148581  0.000000  0.000000  0.000000  0.000000  0.000000
-1.747615  0.150568  0.000000  0.000000  0.000000  0.000000  0.000000
-1.744916  0.152578  0.000000  0.000000  0.000000  0.000000  0.000000
-1.742217  0.154611  0.000000  0.000000  0.000000  0.000000  0.000000
-1.739518  0.156668  0.000000  0.000000  0.000000  0.000000  0.000000
-1.736819  0.158749  0.000000  0.000000  0.000000  0.000000  0.000000
-1.734120  0.160854  0.000000  0.000000  0.000000  0.000000  0.000000
-1.731421  0.162984  0.000000  0.000000  0.000000  0.000000  0.000000
-1.728722  0.165138  0.000000  0.000000  0.000000  0.000000  0.000000
-1.726023  0.167317  0.000000  0.000000  0.000000  0.000000  0.000000
-1.723324  0.169522  0.000000  0.000000  0.000000  0.000000  0.000000
-1.720625  0.171753  0.000000  0.000000  0.000000  0.000000  0.000000
-1.717926  0.174009  0.000000  0.000000  0.000000  0.000000  0.000000
-1.715227  0.176292  0.000000  0.000000  0.000000  0.000000  0.000000
-1.712528  0.178601  0.000000  0.000000  0.000000  0.000000  0.000000
-1.709829  0.180937  0.000000  0.000000  0.000000  0.000000  0.000000
-1.707130  0.183300  0.000000  0.000000  0.000000  0.000000  0.000000
-1.704431  0.185691  0.000000  0.000000  0.000000  0.000000  0.000000
-1.701732  0.188110  0.000000  0.000000  0.000000  0.000000  0.000000
-1.699033  0.190557  0.000000  0.000000  0.000000  0.000000  0.000000
-1.696334  0.193032  0.000000  0.000000  0.000000  0.000000  0.000000
-1.693635  0.195536  0.000000  0.000000  0.000000  0.000000  0.000000
-1.690936  0.198069  0.000000  0.000000  0.000000  0.000000  0.000000
-1.688237  0.200632  0.000000  0.000000  0.000000  0.000000  0.000000
-1.685538  0.203224  0.000000  0.000000  0.000000  0.000000  0.000000
-1.682839  0.205847  0.000000  0.000000  0.000000  0.000000  0.000000
-1.680140  0.208500  0.000000  0.000000  0.000000  0.000000  0.000000
-1.677441  0.211185  0.000000  0.000000  0.000000  0.000000  0.000000
-1.674743  0.213900  0.000000  0.000000  0.000000  0.000000  0.000000
-1.672044  0.216647  0.000000  0.000000  0.000000  0.000000  0.000000
-1.669345  0.219426  0.000000  0.000000  0.000000  0.000000  0.000000
-1.666646  0.222238  0.000000  0.000000  0.000000  0.000000  0.000000
-1.663947  0.225082  0.000000  0.000000  0.000000  0.000000  0.000000
-1.661248  0.227960  0.000000  0.000000  0.000000  0.000000  0.000000
-1.658549  0.230871  0.000000  0.000000  0.000000  0.000000  0.000000
-1.655850  0.233815  0.000000  0.000000  0.000000  0.000000  0.000000
-1.653151  0.236795  0.000000  0.000000  0.000000  0.000000  0.000000
-1.650452  0.239809  0.000000  0.000000  0.000000  0.000000  0.000000
-1.647753  0.242858  0.000000  0.000000  0.000000  0.000000  0.000000
-1.645054  0.245943  0.000000  0.000000  0.000000  0.000000  0.000000
-1.642355  0.249063  0.000000  0.000000  0.000000  0.000000  0.000000
