# # pES cross section (10^-38 cm^2/GeV) #   From Beacom & Farr & Vogel hep-ph/0205220 #
# log(energy in GeV)  nu_e      nu_mu      nu_tau      nu_e_bar      nu_mu_bar    nu_tau_bar #

-2.728074  3.795491e-03  3.795491e-03  3.795491e-03  3.794225e-03  3.794225e-03  3.794225e-03
-2.725772  3.815523e-03  3.815523e-03  3.815523e-03  3.814244e-03  3.814244e-03  3.814244e-03
-2.723471  3.835661e-03  3.835661e-03  3.835661e-03  3.834368e-03  3.834368e-03  3.834368e-03
-2.721170  3.855904e-03  3.855904e-03  3.855904e-03  3.854598e-03  3.854598e-03  3.854598e-03
-2.718869  3.876253e-03  3.876253e-03  3.876253e-03  3.874933e-03  3.874933e-03  3.874933e-03
-2.716568  3.896709e-03  3.896709e-03  3.896709e-03  3.895375e-03  3.895375e-03  3.895375e-03
-2.714267  3.917273e-03  3.917273e-03  3.917273e-03  3.915924e-03  3.915924e-03  3.915924e-03
-2.711966  3.937943e-03  3.937943e-03  3.937943e-03  3.936581e-03  3.936581e-03  3.936581e-03
-2.709665  3.958723e-03  3.958723e-03  3.958723e-03  3.957346e-03  3.957346e-03  3.957346e-03
-2.707364  3.979611e-03  3.979611e-03  3.979611e-03  3.978219e-03  3.978219e-03  3.978219e-03
-2.705063  4.000609e-03  4.000609e-03  4.000609e-03  3.999202e-03  3.999202e-03  3.999202e-03
-2.702762  4.021716e-03  4.021716e-03  4.021716e-03  4.020295e-03  4.020295e-03  4.020295e-03
-2.700461  4.042935e-03  4.042935e-03  4.042935e-03  4.041498e-03  4.041498e-03  4.041498e-03
-2.698160  4.064264e-03  4.064264e-03  4.064264e-03  4.062812e-03  4.062812e-03  4.062812e-03
-2.695859  4.085705e-03  4.085705e-03  4.085705e-03  4.084238e-03  4.084238e-03  4.084238e-03
-2.693558  4.107259e-03  4.107259e-03  4.107259e-03  4.105776e-03  4.105776e-03  4.105776e-03
-2.691257  4.128925e-03  4.128925e-03  4.128925e-03  4.127427e-03  4.127427e-03  4.127427e-03
-2.688956  4.150705e-03  4.150705e-03  4.150705e-03  4.149191e-03  4.149191e-03  4.149191e-03
-2.686655  4.172599e-03  4.172599e-03  4.172599e-03  4.171069e-03  4.171069e-03  4.171069e-03
-2.684354  4.194607e-03  4.194607e-03  4.194607e-03  4.193061e-03  4.193061e-03  4.193061e-03
-2.682053  4.216731e-03  4.216731e-03  4.216731e-03  4.215168e-03  4.215168e-03  4.215168e-03
-2.679752  4.238971e-03  4.238971e-03  4.238971e-03  4.237392e-03  4.237392e-03  4.237392e-03
-2.677451  4.261327e-03  4.261327e-03  4.261327e-03  4.259731e-03  4.259731e-03  4.259731e-03
-2.675150  4.283800e-03  4.283800e-03  4.283800e-03  4.282187e-03  4.282187e-03  4.282187e-03
-2.672849  4.306391e-03  4.306391e-03  4.306391e-03  4.304761e-03  4.304761e-03  4.304761e-03
-2.670548  4.329100e-03  4.329100e-03  4.329100e-03  4.327453e-03  4.327453e-03  4.327453e-03
-2.668247  4.351928e-03  4.351928e-03  4.351928e-03  4.350263e-03  4.350263e-03  4.350263e-03
-2.665946  4.374875e-03  4.374875e-03  4.374875e-03  4.373193e-03  4.373193e-03  4.373193e-03
-2.663645  4.397943e-03  4.397943e-03  4.397943e-03  4.396243e-03  4.396243e-03  4.396243e-03
-2.661344  4.421131e-03  4.421131e-03  4.421131e-03  4.419413e-03  4.419413e-03  4.419413e-03
-2.659043  4.444441e-03  4.444441e-03  4.444441e-03  4.442704e-03  4.442704e-03  4.442704e-03
-2.656742  4.467872e-03  4.467872e-03  4.467872e-03  4.466117e-03  4.466117e-03  4.466117e-03
-2.654441  4.491426e-03  4.491426e-03  4.491426e-03  4.489653e-03  4.489653e-03  4.489653e-03
-2.652140  4.515103e-03  4.515103e-03  4.515103e-03  4.513311e-03  4.513311e-03  4.513311e-03
-2.649839  4.538905e-03  4.538905e-03  4.538905e-03  4.537093e-03  4.537093e-03  4.537093e-03
-2.647537  4.562830e-03  4.562830e-03  4.562830e-03  4.561000e-03  4.561000e-03  4.561000e-03
-2.645236  4.586881e-03  4.586881e-03  4.586881e-03  4.585031e-03  4.585031e-03  4.585031e-03
-2.642935  4.611057e-03  4.611057e-03  4.611057e-03  4.609188e-03  4.609188e-03  4.609188e-03
-2.640634  4.635360e-03  4.635360e-03  4.635360e-03  4.633471e-03  4.633471e-03  4.633471e-03
-2.638333  4.659790e-03  4.659790e-03  4.659790e-03  4.657881e-03  4.657881e-03  4.657881e-03
-2.636032  4.684348e-03  4.684348e-03  4.684348e-03  4.682419e-03  4.682419e-03  4.682419e-03
-2.633731  4.709034e-03  4.709034e-03  4.709034e-03  4.707084e-03  4.707084e-03  4.707084e-03
-2.631430  4.733849e-03  4.733849e-03  4.733849e-03  4.731879e-03  4.731879e-03  4.731879e-03
-2.629129  4.758794e-03  4.758794e-03  4.758794e-03  4.756803e-03  4.756803e-03  4.756803e-03
-2.626828  4.783869e-03  4.783869e-03  4.783869e-03  4.781857e-03  4.781857e-03  4.781857e-03
-2.624527  4.809075e-03  4.809075e-03  4.809075e-03  4.807042e-03  4.807042e-03  4.807042e-03
-2.622226  4.834413e-03  4.834413e-03  4.834413e-03  4.832358e-03  4.832358e-03  4.832358e-03
-2.619925  4.859884e-03  4.859884e-03  4.859884e-03  4.857807e-03  4.857807e-03  4.857807e-03
-2.617624  4.885487e-03  4.885487e-03  4.885487e-03  4.883388e-03  4.883388e-03  4.883388e-03
-2.615323  4.911224e-03  4.911224e-03  4.911224e-03  4.909103e-03  4.909103e-03  4.909103e-03
-2.613022  4.937096e-03  4.937096e-03  4.937096e-03  4.934952e-03  4.934952e-03  4.934952e-03
-2.610721  4.963103e-03  4.963103e-03  4.963103e-03  4.960936e-03  4.960936e-03  4.960936e-03
-2.608420  4.989245e-03  4.989245e-03  4.989245e-03  4.987056e-03  4.987056e-03  4.987056e-03
-2.606119  5.015524e-03  5.015524e-03  5.015524e-03  5.013311e-03  5.013311e-03  5.013311e-03
-2.603818  5.041940e-03  5.041940e-03  5.041940e-03  5.039704e-03  5.039704e-03  5.039704e-03
-2.601517  5.068495e-03  5.068495e-03  5.068495e-03  5.066235e-03  5.066235e-03  5.066235e-03
-2.599216  5.095187e-03  5.095187e-03  5.095187e-03  5.092904e-03  5.092904e-03  5.092904e-03
-2.596915  5.122020e-03  5.122020e-03  5.122020e-03  5.119712e-03  5.119712e-03  5.119712e-03
-2.594614  5.148992e-03  5.148992e-03  5.148992e-03  5.146659e-03  5.146659e-03  5.146659e-03
-2.592313  5.176105e-03  5.176105e-03  5.176105e-03  5.173748e-03  5.173748e-03  5.173748e-03
-2.590012  5.203359e-03  5.203359e-03  5.203359e-03  5.200977e-03  5.200977e-03  5.200977e-03
-2.587711  5.230756e-03  5.230756e-03  5.230756e-03  5.228349e-03  5.228349e-03  5.228349e-03
-2.585410  5.258296e-03  5.258296e-03  5.258296e-03  5.255863e-03  5.255863e-03  5.255863e-03
-2.583109  5.285979e-03  5.285979e-03  5.285979e-03  5.283520e-03  5.283520e-03  5.283520e-03
-2.580808  5.313807e-03  5.313807e-03  5.313807e-03  5.311322e-03  5.311322e-03  5.311322e-03
-2.578507  5.341779e-03  5.341779e-03  5.341779e-03  5.339269e-03  5.339269e-03  5.339269e-03
-2.576206  5.369898e-03  5.369898e-03  5.369898e-03  5.367361e-03  5.367361e-03  5.367361e-03
-2.573905  5.398164e-03  5.398164e-03  5.398164e-03  5.395600e-03  5.395600e-03  5.395600e-03
-2.571603  5.426576e-03  5.426576e-03  5.426576e-03  5.423985e-03  5.423985e-03  5.423985e-03
-2.569302  5.455137e-03  5.455137e-03  5.455137e-03  5.452519e-03  5.452519e-03  5.452519e-03
-2.567001  5.483847e-03  5.483847e-03  5.483847e-03  5.481201e-03  5.481201e-03  5.481201e-03
-2.564700  5.512707e-03  5.512707e-03  5.512707e-03  5.510032e-03  5.510032e-03  5.510032e-03
-2.562399  5.541717e-03  5.541717e-03  5.541717e-03  5.539014e-03  5.539014e-03  5.539014e-03
-2.560098  5.570878e-03  5.570878e-03  5.570878e-03  5.568147e-03  5.568147e-03  5.568147e-03
-2.557797  5.600191e-03  5.600191e-03  5.600191e-03  5.597431e-03  5.597431e-03  5.597431e-03
-2.555496  5.629657e-03  5.629657e-03  5.629657e-03  5.626868e-03  5.626868e-03  5.626868e-03
-2.553195  5.659276e-03  5.659276e-03  5.659276e-03  5.656458e-03  5.656458e-03  5.656458e-03
-2.550894  5.689050e-03  5.689050e-03  5.689050e-03  5.686201e-03  5.686201e-03  5.686201e-03
-2.548593  5.718979e-03  5.718979e-03  5.718979e-03  5.716100e-03  5.716100e-03  5.716100e-03
-2.546292  5.749064e-03  5.749064e-03  5.749064e-03  5.746154e-03  5.746154e-03  5.746154e-03
-2.543991  5.779305e-03  5.779305e-03  5.779305e-03  5.776365e-03  5.776365e-03  5.776365e-03
-2.541690  5.809704e-03  5.809704e-03  5.809704e-03  5.806733e-03  5.806733e-03  5.806733e-03
-2.539389  5.840261e-03  5.840261e-03  5.840261e-03  5.837259e-03  5.837259e-03  5.837259e-03
-2.537088  5.870978e-03  5.870978e-03  5.870978e-03  5.867943e-03  5.867943e-03  5.867943e-03
-2.534787  5.901854e-03  5.901854e-03  5.901854e-03  5.898787e-03  5.898787e-03  5.898787e-03
-2.532486  5.932891e-03  5.932891e-03  5.932891e-03  5.929792e-03  5.929792e-03  5.929792e-03
-2.530185  5.964089e-03  5.964089e-03  5.964089e-03  5.960958e-03  5.960958e-03  5.960958e-03
-2.527884  5.995450e-03  5.995450e-03  5.995450e-03  5.992285e-03  5.992285e-03  5.992285e-03
-2.525583  6.026974e-03  6.026974e-03  6.026974e-03  6.023776e-03  6.023776e-03  6.023776e-03
-2.523282  6.058662e-03  6.058662e-03  6.058662e-03  6.055430e-03  6.055430e-03  6.055430e-03
-2.520981  6.090515e-03  6.090515e-03  6.090515e-03  6.087249e-03  6.087249e-03  6.087249e-03
-2.518680  6.122534e-03  6.122534e-03  6.122534e-03  6.119233e-03  6.119233e-03  6.119233e-03
-2.516379  6.154719e-03  6.154719e-03  6.154719e-03  6.151383e-03  6.151383e-03  6.151383e-03
-2.514078  6.187071e-03  6.187071e-03  6.187071e-03  6.183701e-03  6.183701e-03  6.183701e-03
-2.511777  6.219592e-03  6.219592e-03  6.219592e-03  6.216186e-03  6.216186e-03  6.216186e-03
-2.509476  6.252282e-03  6.252282e-03  6.252282e-03  6.248840e-03  6.248840e-03  6.248840e-03
-2.507175  6.285142e-03  6.285142e-03  6.285142e-03  6.281663e-03  6.281663e-03  6.281663e-03
-2.504874  6.318173e-03  6.318173e-03  6.318173e-03  6.314657e-03  6.314657e-03  6.314657e-03
-2.502573  6.351375e-03  6.351375e-03  6.351375e-03  6.347822e-03  6.347822e-03  6.347822e-03
-2.500272  6.384750e-03  6.384750e-03  6.384750e-03  6.381160e-03  6.381160e-03  6.381160e-03
-2.497971  6.418298e-03  6.418298e-03  6.418298e-03  6.414670e-03  6.414670e-03  6.414670e-03
-2.495669  6.452021e-03  6.452021e-03  6.452021e-03  6.448354e-03  6.448354e-03  6.448354e-03
-2.493368  6.485919e-03  6.485919e-03  6.485919e-03  6.482214e-03  6.482214e-03  6.482214e-03
-2.491067  6.519993e-03  6.519993e-03  6.519993e-03  6.516248e-03  6.516248e-03  6.516248e-03
-2.488766  6.554244e-03  6.554244e-03  6.554244e-03  6.550460e-03  6.550460e-03  6.550460e-03
-2.486465  6.588673e-03  6.588673e-03  6.588673e-03  6.584849e-03  6.584849e-03  6.584849e-03
-2.484164  6.623281e-03  6.623281e-03  6.623281e-03  6.619416e-03  6.619416e-03  6.619416e-03
-2.481863  6.658068e-03  6.658068e-03  6.658068e-03  6.654162e-03  6.654162e-03  6.654162e-03
-2.479562  6.693036e-03  6.693036e-03  6.693036e-03  6.689089e-03  6.689089e-03  6.689089e-03
-2.477261  6.728185e-03  6.728185e-03  6.728185e-03  6.724197e-03  6.724197e-03  6.724197e-03
-2.474960  6.763517e-03  6.763517e-03  6.763517e-03  6.759487e-03  6.759487e-03  6.759487e-03
-2.472659  6.799033e-03  6.799033e-03  6.799033e-03  6.794959e-03  6.794959e-03  6.794959e-03
-2.470358  6.834732e-03  6.834732e-03  6.834732e-03  6.830616e-03  6.830616e-03  6.830616e-03
-2.468057  6.870617e-03  6.870617e-03  6.870617e-03  6.866457e-03  6.866457e-03  6.866457e-03
-2.465756  6.906688e-03  6.906688e-03  6.906688e-03  6.902484e-03  6.902484e-03  6.902484e-03
-2.463455  6.942946e-03  6.942946e-03  6.942946e-03  6.938698e-03  6.938698e-03  6.938698e-03
-2.461154  6.979392e-03  6.979392e-03  6.979392e-03  6.975099e-03  6.975099e-03  6.975099e-03
-2.458853  7.016027e-03  7.016027e-03  7.016027e-03  7.011689e-03  7.011689e-03  7.011689e-03
-2.456552  7.052853e-03  7.052853e-03  7.052853e-03  7.048468e-03  7.048468e-03  7.048468e-03
-2.454251  7.089869e-03  7.089869e-03  7.089869e-03  7.085438e-03  7.085438e-03  7.085438e-03
-2.451950  7.127076e-03  7.127076e-03  7.127076e-03  7.122599e-03  7.122599e-03  7.122599e-03
-2.449649  7.164477e-03  7.164477e-03  7.164477e-03  7.159953e-03  7.159953e-03  7.159953e-03
-2.447348  7.202072e-03  7.202072e-03  7.202072e-03  7.197500e-03  7.197500e-03  7.197500e-03
-2.445047  7.239861e-03  7.239861e-03  7.239861e-03  7.235241e-03  7.235241e-03  7.235241e-03
-2.442746  7.277846e-03  7.277846e-03  7.277846e-03  7.273177e-03  7.273177e-03  7.273177e-03
-2.440445  7.316028e-03  7.316028e-03  7.316028e-03  7.311310e-03  7.311310e-03  7.311310e-03
-2.438144  7.354408e-03  7.354408e-03  7.354408e-03  7.349640e-03  7.349640e-03  7.349640e-03
-2.435843  7.392987e-03  7.392987e-03  7.392987e-03  7.388168e-03  7.388168e-03  7.388168e-03
-2.433542  7.431765e-03  7.431765e-03  7.431765e-03  7.426896e-03  7.426896e-03  7.426896e-03
-2.431241  7.470744e-03  7.470744e-03  7.470744e-03  7.465823e-03  7.465823e-03  7.465823e-03
-2.428940  7.509925e-03  7.509925e-03  7.509925e-03  7.504952e-03  7.504952e-03  7.504952e-03
-2.426639  7.549309e-03  7.549309e-03  7.549309e-03  7.544283e-03  7.544283e-03  7.544283e-03
-2.424338  7.588896e-03  7.588896e-03  7.588896e-03  7.583818e-03  7.583818e-03  7.583818e-03
-2.422037  7.628689e-03  7.628689e-03  7.628689e-03  7.623557e-03  7.623557e-03  7.623557e-03
-2.419736  7.668687e-03  7.668687e-03  7.668687e-03  7.663501e-03  7.663501e-03  7.663501e-03
-2.417434  7.708892e-03  7.708892e-03  7.708892e-03  7.703651e-03  7.703651e-03  7.703651e-03
-2.415133  7.749305e-03  7.749305e-03  7.749305e-03  7.744009e-03  7.744009e-03  7.744009e-03
-2.412832  7.789927e-03  7.789927e-03  7.789927e-03  7.784575e-03  7.784575e-03  7.784575e-03
-2.410531  7.830760e-03  7.830760e-03  7.830760e-03  7.825351e-03  7.825351e-03  7.825351e-03
-2.408230  7.871803e-03  7.871803e-03  7.871803e-03  7.866337e-03  7.866337e-03  7.866337e-03
-2.405929  7.913058e-03  7.913058e-03  7.913058e-03  7.907535e-03  7.907535e-03  7.907535e-03
-2.403628  7.954527e-03  7.954527e-03  7.954527e-03  7.948946e-03  7.948946e-03  7.948946e-03
-2.401327  7.996210e-03  7.996210e-03  7.996210e-03  7.990570e-03  7.990570e-03  7.990570e-03
-2.399026  8.038109e-03  8.038109e-03  8.038109e-03  8.032409e-03  8.032409e-03  8.032409e-03
-2.396725  8.080224e-03  8.080224e-03  8.080224e-03  8.074464e-03  8.074464e-03  8.074464e-03
-2.394424  8.122556e-03  8.122556e-03  8.122556e-03  8.116735e-03  8.116735e-03  8.116735e-03
-2.392123  8.165107e-03  8.165107e-03  8.165107e-03  8.159225e-03  8.159225e-03  8.159225e-03
-2.389822  8.207878e-03  8.207878e-03  8.207878e-03  8.201934e-03  8.201934e-03  8.201934e-03
-2.387521  8.250870e-03  8.250870e-03  8.250870e-03  8.244863e-03  8.244863e-03  8.244863e-03
-2.385220  8.294084e-03  8.294084e-03  8.294084e-03  8.288014e-03  8.288014e-03  8.288014e-03
-2.382919  8.337521e-03  8.337521e-03  8.337521e-03  8.331386e-03  8.331386e-03  8.331386e-03
-2.380618  8.381182e-03  8.381182e-03  8.381182e-03  8.374983e-03  8.374983e-03  8.374983e-03
-2.378317  8.425068e-03  8.425068e-03  8.425068e-03  8.418804e-03  8.418804e-03  8.418804e-03
-2.376016  8.469180e-03  8.469180e-03  8.469180e-03  8.462850e-03  8.462850e-03  8.462850e-03
-2.373715  8.513521e-03  8.513521e-03  8.513521e-03  8.507124e-03  8.507124e-03  8.507124e-03
-2.371414  8.558090e-03  8.558090e-03  8.558090e-03  8.551625e-03  8.551625e-03  8.551625e-03
-2.369113  8.602889e-03  8.602889e-03  8.602889e-03  8.596356e-03  8.596356e-03  8.596356e-03
-2.366812  8.647918e-03  8.647918e-03  8.647918e-03  8.641317e-03  8.641317e-03  8.641317e-03
-2.364511  8.693180e-03  8.693180e-03  8.693180e-03  8.686509e-03  8.686509e-03  8.686509e-03
-2.362210  8.738676e-03  8.738676e-03  8.738676e-03  8.731934e-03  8.731934e-03  8.731934e-03
-2.359909  8.784405e-03  8.784405e-03  8.784405e-03  8.777593e-03  8.777593e-03  8.777593e-03
-2.357608  8.830371e-03  8.830371e-03  8.830371e-03  8.823487e-03  8.823487e-03  8.823487e-03
-2.355307  8.876573e-03  8.876573e-03  8.876573e-03  8.869616e-03  8.869616e-03  8.869616e-03
-2.353006  8.923013e-03  8.923013e-03  8.923013e-03  8.915983e-03  8.915983e-03  8.915983e-03
-2.350705  8.969693e-03  8.969693e-03  8.969693e-03  8.962589e-03  8.962589e-03  8.962589e-03
-2.348404  9.016612e-03  9.016612e-03  9.016612e-03  9.009434e-03  9.009434e-03  9.009434e-03
-2.346103  9.063774e-03  9.063774e-03  9.063774e-03  9.056519e-03  9.056519e-03  9.056519e-03
-2.343802  9.111178e-03  9.111178e-03  9.111178e-03  9.103847e-03  9.103847e-03  9.103847e-03
-2.341500  9.158826e-03  9.158826e-03  9.158826e-03  9.151418e-03  9.151418e-03  9.151418e-03
-2.339199  9.206719e-03  9.206719e-03  9.206719e-03  9.199233e-03  9.199233e-03  9.199233e-03
-2.336898  9.254859e-03  9.254859e-03  9.254859e-03  9.247294e-03  9.247294e-03  9.247294e-03
-2.334597  9.303247e-03  9.303247e-03  9.303247e-03  9.295602e-03  9.295602e-03  9.295602e-03
-2.332296  9.351883e-03  9.351883e-03  9.351883e-03  9.344158e-03  9.344158e-03  9.344158e-03
-2.329995  9.400769e-03  9.400769e-03  9.400769e-03  9.392963e-03  9.392963e-03  9.392963e-03
-2.327694  9.449907e-03  9.449907e-03  9.449907e-03  9.442018e-03  9.442018e-03  9.442018e-03
-2.325393  9.499298e-03  9.499298e-03  9.499298e-03  9.491326e-03  9.491326e-03  9.491326e-03
-2.323092  9.548942e-03  9.548942e-03  9.548942e-03  9.540886e-03  9.540886e-03  9.540886e-03
-2.320791  9.598841e-03  9.598841e-03  9.598841e-03  9.590701e-03  9.590701e-03  9.590701e-03
-2.318490  9.648997e-03  9.648997e-03  9.648997e-03  9.640771e-03  9.640771e-03  9.640771e-03
-2.316189  9.699411e-03  9.699411e-03  9.699411e-03  9.691098e-03  9.691098e-03  9.691098e-03
-2.313888  9.750083e-03  9.750083e-03  9.750083e-03  9.741683e-03  9.741683e-03  9.741683e-03
-2.311587  9.801016e-03  9.801016e-03  9.801016e-03  9.792527e-03  9.792527e-03  9.792527e-03
-2.309286  9.852210e-03  9.852210e-03  9.852210e-03  9.843632e-03  9.843632e-03  9.843632e-03
-2.306985  9.903667e-03  9.903667e-03  9.903667e-03  9.894998e-03  9.894998e-03  9.894998e-03
-2.304684  9.955388e-03  9.955388e-03  9.955388e-03  9.946628e-03  9.946628e-03  9.946628e-03
-2.302383  1.000737e-02  1.000737e-02  1.000737e-02  9.998522e-03  9.998522e-03  9.998522e-03
-2.300082  1.005963e-02  1.005963e-02  1.005963e-02  1.005068e-02  1.005068e-02  1.005068e-02
-2.297781  1.011215e-02  1.011215e-02  1.011215e-02  1.010311e-02  1.010311e-02  1.010311e-02
-2.295480  1.016494e-02  1.016494e-02  1.016494e-02  1.015581e-02  1.015581e-02  1.015581e-02
-2.293179  1.021800e-02  1.021800e-02  1.021800e-02  1.020877e-02  1.020877e-02  1.020877e-02
-2.290878  1.027133e-02  1.027133e-02  1.027133e-02  1.026201e-02  1.026201e-02  1.026201e-02
-2.288577  1.032494e-02  1.032494e-02  1.032494e-02  1.031552e-02  1.031552e-02  1.031552e-02
-2.286276  1.037882e-02  1.037882e-02  1.037882e-02  1.036930e-02  1.036930e-02  1.036930e-02
-2.283975  1.043298e-02  1.043298e-02  1.043298e-02  1.042335e-02  1.042335e-02  1.042335e-02
-2.281674  1.048741e-02  1.048741e-02  1.048741e-02  1.047769e-02  1.047769e-02  1.047769e-02
-2.279373  1.054213e-02  1.054213e-02  1.054213e-02  1.053230e-02  1.053230e-02  1.053230e-02
-2.277072  1.059712e-02  1.059712e-02  1.059712e-02  1.058719e-02  1.058719e-02  1.058719e-02
-2.274771  1.065240e-02  1.065240e-02  1.065240e-02  1.064236e-02  1.064236e-02  1.064236e-02
-2.272470  1.070796e-02  1.070796e-02  1.070796e-02  1.069781e-02  1.069781e-02  1.069781e-02
-2.270169  1.076380e-02  1.076380e-02  1.076380e-02  1.075355e-02  1.075355e-02  1.075355e-02
-2.267868  1.081993e-02  1.081993e-02  1.081993e-02  1.080957e-02  1.080957e-02  1.080957e-02
-2.265566  1.087634e-02  1.087634e-02  1.087634e-02  1.086588e-02  1.086588e-02  1.086588e-02
-2.263265  1.093305e-02  1.093305e-02  1.093305e-02  1.092247e-02  1.092247e-02  1.092247e-02
-2.260964  1.099004e-02  1.099004e-02  1.099004e-02  1.097936e-02  1.097936e-02  1.097936e-02
-2.258663  1.104733e-02  1.104733e-02  1.104733e-02  1.103653e-02  1.103653e-02  1.103653e-02
-2.256362  1.110491e-02  1.110491e-02  1.110491e-02  1.109399e-02  1.109399e-02  1.109399e-02
-2.254061  1.116278e-02  1.116278e-02  1.116278e-02  1.115175e-02  1.115175e-02  1.115175e-02
-2.251760  1.122095e-02  1.122095e-02  1.122095e-02  1.120981e-02  1.120981e-02  1.120981e-02
-2.249459  1.127941e-02  1.127941e-02  1.127941e-02  1.126815e-02  1.126815e-02  1.126815e-02
-2.247158  1.133818e-02  1.133818e-02  1.133818e-02  1.132680e-02  1.132680e-02  1.132680e-02
-2.244857  1.139724e-02  1.139724e-02  1.139724e-02  1.138574e-02  1.138574e-02  1.138574e-02
-2.242556  1.145661e-02  1.145661e-02  1.145661e-02  1.144499e-02  1.144499e-02  1.144499e-02
-2.240255  1.151628e-02  1.151628e-02  1.151628e-02  1.150454e-02  1.150454e-02  1.150454e-02
-2.237954  1.157625e-02  1.157625e-02  1.157625e-02  1.156439e-02  1.156439e-02  1.156439e-02
-2.235653  1.163653e-02  1.163653e-02  1.163653e-02  1.162454e-02  1.162454e-02  1.162454e-02
-2.233352  1.169712e-02  1.169712e-02  1.169712e-02  1.168500e-02  1.168500e-02  1.168500e-02
-2.231051  1.175801e-02  1.175801e-02  1.175801e-02  1.174577e-02  1.174577e-02  1.174577e-02
-2.228750  1.181922e-02  1.181922e-02  1.181922e-02  1.180685e-02  1.180685e-02  1.180685e-02
-2.226449  1.188074e-02  1.188074e-02  1.188074e-02  1.186824e-02  1.186824e-02  1.186824e-02
-2.224148  1.194257e-02  1.194257e-02  1.194257e-02  1.192994e-02  1.192994e-02  1.192994e-02
-2.221847  1.200471e-02  1.200471e-02  1.200471e-02  1.199195e-02  1.199195e-02  1.199195e-02
-2.219546  1.206718e-02  1.206718e-02  1.206718e-02  1.205428e-02  1.205428e-02  1.205428e-02
-2.217245  1.212996e-02  1.212996e-02  1.212996e-02  1.211693e-02  1.211693e-02  1.211693e-02
-2.214944  1.219306e-02  1.219306e-02  1.219306e-02  1.217989e-02  1.217989e-02  1.217989e-02
-2.212643  1.225648e-02  1.225648e-02  1.225648e-02  1.224318e-02  1.224318e-02  1.224318e-02
-2.210342  1.232023e-02  1.232023e-02  1.232023e-02  1.230678e-02  1.230678e-02  1.230678e-02
-2.208041  1.238430e-02  1.238430e-02  1.238430e-02  1.237071e-02  1.237071e-02  1.237071e-02
-2.205740  1.244869e-02  1.244869e-02  1.244869e-02  1.243496e-02  1.243496e-02  1.243496e-02
-2.203439  1.251342e-02  1.251342e-02  1.251342e-02  1.249954e-02  1.249954e-02  1.249954e-02
-2.201138  1.257847e-02  1.257847e-02  1.257847e-02  1.256445e-02  1.256445e-02  1.256445e-02
-2.198837  1.264385e-02  1.264385e-02  1.264385e-02  1.262968e-02  1.262968e-02  1.262968e-02
-2.196536  1.270957e-02  1.270957e-02  1.270957e-02  1.269525e-02  1.269525e-02  1.269525e-02
-2.194235  1.277562e-02  1.277562e-02  1.277562e-02  1.276115e-02  1.276115e-02  1.276115e-02
-2.191934  1.284200e-02  1.284200e-02  1.284200e-02  1.282738e-02  1.282738e-02  1.282738e-02
-2.189633  1.290872e-02  1.290872e-02  1.290872e-02  1.289395e-02  1.289395e-02  1.289395e-02
-2.187331  1.297578e-02  1.297578e-02  1.297578e-02  1.296086e-02  1.296086e-02  1.296086e-02
-2.185030  1.304318e-02  1.304318e-02  1.304318e-02  1.302810e-02  1.302810e-02  1.302810e-02
-2.182729  1.311093e-02  1.311093e-02  1.311093e-02  1.309569e-02  1.309569e-02  1.309569e-02
-2.180428  1.317901e-02  1.317901e-02  1.317901e-02  1.316361e-02  1.316361e-02  1.316361e-02
-2.178127  1.324745e-02  1.324745e-02  1.324745e-02  1.323189e-02  1.323189e-02  1.323189e-02
-2.175826  1.331623e-02  1.331623e-02  1.331623e-02  1.330050e-02  1.330050e-02  1.330050e-02
-2.173525  1.338535e-02  1.338535e-02  1.338535e-02  1.336947e-02  1.336947e-02  1.336947e-02
-2.171224  1.345483e-02  1.345483e-02  1.345483e-02  1.343878e-02  1.343878e-02  1.343878e-02
-2.168923  1.352466e-02  1.352466e-02  1.352466e-02  1.350844e-02  1.350844e-02  1.350844e-02
-2.166622  1.359485e-02  1.359485e-02  1.359485e-02  1.357845e-02  1.357845e-02  1.357845e-02
-2.164321  1.366539e-02  1.366539e-02  1.366539e-02  1.364882e-02  1.364882e-02  1.364882e-02
-2.162020  1.373628e-02  1.373628e-02  1.373628e-02  1.371955e-02  1.371955e-02  1.371955e-02
-2.159719  1.380754e-02  1.380754e-02  1.380754e-02  1.379063e-02  1.379063e-02  1.379063e-02
-2.157418  1.387916e-02  1.387916e-02  1.387916e-02  1.386207e-02  1.386207e-02  1.386207e-02
-2.155117  1.395113e-02  1.395113e-02  1.395113e-02  1.393387e-02  1.393387e-02  1.393387e-02
-2.152816  1.402348e-02  1.402348e-02  1.402348e-02  1.400603e-02  1.400603e-02  1.400603e-02
-2.150515  1.409619e-02  1.409619e-02  1.409619e-02  1.407855e-02  1.407855e-02  1.407855e-02
-2.148214  1.416926e-02  1.416926e-02  1.416926e-02  1.415145e-02  1.415145e-02  1.415145e-02
-2.145913  1.424271e-02  1.424271e-02  1.424271e-02  1.422470e-02  1.422470e-02  1.422470e-02
-2.143612  1.431653e-02  1.431653e-02  1.431653e-02  1.429833e-02  1.429833e-02  1.429833e-02
-2.141311  1.439072e-02  1.439072e-02  1.439072e-02  1.437233e-02  1.437233e-02  1.437233e-02
-2.139010  1.446528e-02  1.446528e-02  1.446528e-02  1.444670e-02  1.444670e-02  1.444670e-02
